Date,Salinity (ppt),DissolvedOxygen (mg/L),pH,SecchiDepth (m),WaterDepth (m),WaterTemp (C),AirTemp (C)
2010-09-22,0.0,,8.0,0.3,0.3,26.0,23.88888889
2010-09-22,0.0,5.0,8.5,0.6,0.8,26.0,23.33333333
2010-09-22,0.0,3.2,9.0,0.2,0.35,26.0,23.88888889
2010-09-22,0.0,,6.5,1.0,1.2,25.0,24.44444444
2010-10-14,0.0,,6.5,0.2,0.3,19.0,19.44444444
2010-10-14,0.0,3.9,7.5,0.5,0.8,19.0,-17.77777778
2010-10-14,0.0,5.9,6.5,0.8,1.3,19.0,20.0
2010-10-14,0.0,,6.5,0.2,0.9,20.0,19.44444444
2010-11-02,0.0,,7.0,0.3,0.3,13.0,12.77777778
2010-11-02,0.0,7.2,6.5,1.0,1.4,13.0,12.77777778
2010-11-02,0.0,5.0,7.5,0.4,0.4,12.0,12.77777778
2010-11-02,0.0,,6.5,0.8,0.9,14.0,12.77777778
2010-11-02,0.0,7.3,7.5,0.5,0.5,13.0,12.77777778
2010-11-16,0.0,6.7,8.0,0.5,0.8,15.0,15.55555556
2010-11-16,0.0,4.3,8.5,0.2,0.2,16.0,15.55555556
2010-11-16,0.0,,8.5,0.5,0.5,15.0,16.11111111
2010-11-16,0.0,8.2,6.5,0.9,0.9,14.0,15.55555556
2010-11-16,0.0,,6.0,1.2,1.3,,16.11111111
2010-12-07,0.0,5.7,7.0,0.3,0.5,4.0,-1.111111111
2010-12-07,0.0,,7.0,4.5,4.5,3.0,-1.111111111
2010-12-07,0.0,10.3,6.0,1.1,1.1,2.0,-1.111111111
2010-12-07,0.0,8.8,7.0,0.5,0.5,2.0,-1.111111111
2010-12-07,0.0,,6.5,0.3,0.7,1.0,-1.111111111
2010-12-21,,,,,,,-0.555555556
2010-12-21,0.0,4.3,7.0,0.4,0.4,3.0,-0.555555556
2010-12-21,0.0,6.7,7.0,0.1,0.3,,-0.555555556
2010-12-21,,,,,,,-0.555555556
2010-12-21,0.0,,6.5,1.3,1.3,3.0,-0.555555556
2011-01-04,0.0,,7.0,0.5,0.5,4.0,0.0
2011-01-04,0.0,,6.5,1.3,1.3,4.0,0.0
2011-01-04,0.0,3.1,6.5,0.2,0.45,5.0,-0.555555556
2011-01-04,0.0,7.2,6.5,0.4,0.4,5.0,0.0
2011-01-04,0.0,5.9,6.5,0.8,0.8,,0.0
2011-01-18,0.0,,6.5,0.5,0.65,6.0,4.444444444
2011-01-18,0.0,10.0,6.5,1.4,1.4,6.0,3.888888889
2011-01-18,0.0,5.1,6.5,0.6,0.8,5.0,4.444444444
2011-01-18,0.0,,7.0,0.5,0.5,5.0,4.444444444
2011-01-18,0.0,6.2,7.0,0.2,0.6,7.0,3.888888889
2011-02-08,0.0,3.9,6.5,,,7.0,7.777777778
2011-02-08,0.0,,6.5,,,9.0,7.777777778
2011-02-08,0.0,,7.0,,,10.0,7.777777778
2011-02-08,0.0,3.6,7.0,,,9.0,7.777777778
2011-02-08,0.0,3.8,6.5,0.2,0.6,8.0,7.777777778
2011-03-03,0.0,3.7,7.0,,,8.0,4.444444444
2011-03-03,0.0,3.9,7.5,,,7.0,3.333333333
2011-03-03,0.0,,7.0,,,6.0,4.444444444
2011-03-03,,5.0,6.0,,,8.0,3.333333333
2011-03-03,0.0,,7.0,,,8.5,-1.111111111
2011-03-24,0.0,,,,,,8.888888889
2011-03-24,0.0,,6.5,0.7,1.4,14.0,8.888888889
2011-03-24,0.0,3.3,7.0,0.2,0.55,33.0,11.11111111
2011-03-24,0.0,3.0,6.5,0.4,1.0,14.0,8.888888889
2011-03-24,0.0,3.9,7.0,0.5,0.5,14.0,8.888888889
2011-04-14,0.0,6.9,6.5,0.9,1.4,19.0,14.44444444
2011-04-14,0.0,5.6,8.0,0.3,0.3,19.0,14.44444444
2011-04-14,0.0,3.5,7.0,0.4,0.6,16.5,14.44444444
2011-04-14,0.0,,7.0,2.5,3.0,19.0,14.44444444
2011-04-14,0.0,,6.0,0.2,0.6,18.0,14.44444444
2011-04-28,0.0,,7.0,0.17,0.17,23.0,24.44444444
2011-04-28,0.0,5.2,7.0,0.3,1.3,23.0,24.44444444
2011-04-28,0.0,,6.5,0.7,1.3,23.0,24.44444444
2011-04-28,0.0,4.0,6.5,0.3,0.3,24.0,24.44444444
2011-04-28,0.0,3.6,7.0,0.17,0.17,23.0,24.44444444
2011-05-12,0.0,,8.5,,,23.0,18.88888889
2011-05-12,0.0,3.7,6.5,,,19.0,18.33333333
2011-05-12,0.0,4.5,7.0,,,18.0,18.33333333
2011-05-12,0.0,,7.5,,,24.0,18.88888889
2011-05-12,0.0,3.7,9.0,,,23.0,18.88888889
2011-05-26,0.0,,7.5,1.2,0.9,28.0,26.66666667
2011-05-26,0.0,3.7,7.5,0.5,0.9,25.0,26.11111111
2011-05-26,0.0,2.4,7.5,0.7,0.8,28.0,26.11111111
2011-05-26,,,,,,,26.66666667
2011-05-26,0.0,1.5,,0.2,0.4,27.0,26.11111111
2011-06-09,0.0,4.8,7.0,0.6,1.2,29.0,29.44444444
2011-06-09,0.0,,8.0,0.3,0.3,30.0,29.44444444
2011-06-09,0.0,3.2,8.0,0.4,0.8,27.0,29.44444444
2011-06-09,0.0,,7.5,0.6,0.9,29.0,29.44444444
2011-06-23,0.0,5.6,8.0,0.5,0.9,26.0,26.66666667
2011-06-23,0.0,5.7,7.5,0.5,0.8,27.0,30.55555556
2011-06-23,0.0,,8.0,0.6,1.0,28.0,30.55555556
2011-06-23,0.0,5.8,8.0,0.3,0.3,27.0,31.66666667
2011-07-14,0.0,3.0,8.5,0.4,0.6,26.0,23.88888889
2011-07-14,0.0,,7.0,0.4,0.4,28.0,24.44444444
2011-07-14,0.0,5.6,6.5,0.8,1.1,27.0,24.44444444
2011-07-14,0.0,,7.0,0.7,0.7,27.0,24.44444444
2011-07-28,0.0,2.4,7.0,0.4,0.4,30.0,29.44444444
2011-07-28,0.0,3.2,7.5,0.8,0.8,31.0,30.55555556
2011-07-28,0.0,2.0,9.0,0.5,0.7,29.0,29.44444444
2011-07-28,0.0,,7.0,0.9,1.5,31.0,30.0
2011-08-11,0.0,,7.5,0.6,0.6,29.0,28.33333333
2011-08-11,0.0,,7.5,0.3,0.3,30.0,28.33333333
2011-08-11,0.0,3.5,9.0,0.4,0.7,28.0,27.77777778
2011-08-11,0.0,2.0,7.0,0.9,0.9,29.0,27.77777778
2011-09-08,0.0,5.0,6.5,0.5,0.8,27.0,25.55555556
2011-09-08,0.0,5.0,7.0,0.6,1.1,26.0,25.55555556
2011-09-08,0.0,3.1,6.5,0.1,0.2,27.0,25.55555556
2011-09-08,0.0,,6.5,1.4,1.5,27.0,25.55555556
2011-09-22,0.0,4.6,6.5,0.6,1.4,25.0,25.55555556
2011-09-22,0.0,,7.0,0.15,0.15,25.0,25.55555556
2011-09-22,0.0,5.3,8.0,0.5,0.7,24.0,25.55555556
2011-09-22,0.0,,5.0,0.7,0.7,25.0,25.55555556
2011-10-13,0.0,,6.0,0.5,1.5,23.0,23.88888889
2011-10-13,0.0,4.2,7.5,0.5,0.7,21.0,23.88888889
2011-10-13,0.0,3.0,7.0,0.05,0.05,22.0,23.88888889
2011-10-13,0.0,4.0,6.5,0.7,0.8,22.0,23.88888889
2011-10-27,0.0,,7.0,0.8,0.9,17.0,16.66666667
2011-10-27,0.0,,6.0,0.7,1.4,17.0,16.66666667
2011-10-27,0.0,7.4,7.5,0.5,0.9,16.0,16.66666667
2011-10-27,0.0,,7.5,0.4,0.4,16.0,16.66666667
2011-11-10,0.0,5.2,7.5,0.7,0.7,16.0,15.55555556
2011-11-10,0.0,,6.5,0.8,1.5,17.0,15.55555556
2011-11-10,0.0,8.6,,0.6,0.8,19.0,15.55555556
2011-11-10,0.0,7.9,7.5,0.2,0.2,19.0,15.55555556
2011-11-22,0.0,7.3,7.0,0.2,0.6,16.0,16.11111111
2011-11-22,0.0,,7.0,0.5,0.9,19.0,16.11111111
2011-11-22,0.0,8.0,,0.8,0.9,15.0,16.11111111
2011-11-22,0.0,,7.5,0.2,0.5,14.0,16.11111111
2011-12-08,0.0,,6.5,0.8,1.4,12.0,8.333333333
2011-12-08,0.0,5.0,7.0,0.1,0.4,13.0,8.333333333
2011-12-08,0.0,7.9,7.0,0.35,0.7,12.0,8.333333333
2011-12-08,0.0,8.0,7.0,0.8,0.9,12.0,8.333333333
2011-12-22,0.0,9.8,7.0,1.0,1.4,16.0,15.55555556
2011-12-22,0.0,,7.0,0.3,0.3,14.0,15.55555556
2011-12-22,0.0,,7.0,0.9,0.9,13.0,15.55555556
2011-12-22,0.0,7.8,7.0,0.3,0.7,17.0,15.55555556
2012-01-11,0.0,8.2,6.5,0.9,0.9,12.0,11.66666667
2012-01-11,0.0,,6.5,1.0,1.4,10.0,12.22222222
2012-01-11,0.0,6.0,7.0,0.3,0.3,11.0,12.22222222
2012-01-11,0.0,6.9,7.5,0.2,0.7,12.0,12.22222222
2012-01-26,0.0,7.2,6.5,1.2,1.4,11.0,10.0
2012-01-26,0.0,,7.0,0.3,0.3,12.0,10.0
2012-01-26,0.0,6.5,7.0,0.2,0.8,11.0,10.0
2012-01-26,0.0,,6.5,1.0,1.0,12.0,10.0
2012-02-09,0.0,5.3,7.5,0.2,0.3,8.0,3.888888889
2012-02-09,0.0,7.5,7.0,0.3,0.3,8.0,3.888888889
2012-02-09,0.0,5.8,7.0,1.0,1.0,8.0,3.888888889
2012-02-09,0.0,,6.5,1.3,1.4,6.0,3.888888889
2012-02-21,0.0,,7.5,0.35,0.35,10.0,4.444444444
2012-02-21,0.0,,7.0,0.9,0.9,9.0,7.777777778
2012-02-21,0.0,6.2,7.0,0.2,0.2,8.0,7.777777778
2012-02-21,0.0,10.0,6.5,1.0,1.5,8.0,7.777777778
2012-03-01,0.0,,6.5,,,15.0,21.11111111
2012-03-01,0.0,4.3,7.5,,,16.0,21.11111111
2012-03-01,0.0,6.3,7.5,0.2,0.4,16.0,20.55555556
2012-03-01,0.0,5.3,7.5,0.2,0.6,,20.55555556
2012-03-08,0.0,9.5,6.5,1.2,1.5,14.0,14.44444444
2012-03-08,0.0,,7.5,0.0,0.2,14.0,14.44444444
2012-03-08,0.0,7.2,7.0,0.4,0.6,13.0,14.44444444
2012-03-08,0.0,,6.5,0.5,0.5,15.0,14.44444444
2012-04-12,0.0,,7.0,0.9,1.3,12.0,10.55555556
2012-04-12,0.0,6.5,8.0,0.4,0.6,11.0,10.55555556
2012-04-12,0.0,7.0,7.5,0.3,0.3,13.0,10.55555556
2012-04-12,0.0,7.0,7.0,0.6,0.7,14.0,10.55555556
2012-04-26,0.0,,7.5,0.6,0.8,17.0,17.22222222
2012-04-26,0.0,7.4,6.5,0.8,1.4,17.0,17.22222222
2012-04-26,0.0,7.1,7.5,0.4,0.8,17.0,17.22222222
2012-04-26,0.0,,8.0,0.3,0.3,18.0,17.22222222
2012-05-10,0.0,,6.5,0.8,1.5,20.0,17.77777778
2012-05-10,0.0,4.5,7.0,0.7,0.9,21.0,17.22222222
2012-05-10,0.0,5.3,8.0,0.4,0.7,19.0,17.22222222
2012-05-10,0.0,6.7,7.0,0.5,0.5,20.0,17.77777778
2012-05-24,0.0,,8.0,0.5,0.5,25.0,22.22222222
2012-05-24,0.0,6.1,6.5,0.9,1.5,25.0,22.22222222
2012-05-24,0.0,6.1,8.5,0.5,0.8,24.0,22.22222222
2012-05-24,0.0,,6.5,0.6,0.7,25.0,22.22222222
2012-06-14,0.0,4.5,7.5,0.2,0.2,22.0,21.11111111
2012-06-14,0.0,4.9,7.0,0.6,0.7,22.0,20.55555556
2012-06-14,0.0,,6.5,0.7,4.5,23.0,21.11111111
2012-06-14,0.0,3.9,8.5,0.5,0.7,22.0,20.55555556
2012-06-28,0.0,5.0,6.5,0.6,1.3,27.0,22.77777778
2012-06-28,0.0,4.9,,0.45,0.7,26.0,22.22222222
2012-06-28,0.0,,7.0,0.65,0.9,27.0,23.33333333
2012-06-28,0.0,,7.4,0.5,0.5,26.0,22.77777778
2012-07-19,0.0,5.9,8.5,0.5,0.9,28.0,27.77777778
2012-07-19,0.0,,6.5,0.6,0.6,30.0,28.33333333
2012-07-19,0.0,,7.0,0.4,0.4,28.0,28.33333333
2012-07-19,0.0,4.2,7.0,0.8,1.4,30.0,27.77777778
2012-08-09,0.0,3.0,7.0,0.5,0.9,28.0,26.66666667
2012-08-09,0.0,4.2,7.5,0.6,0.8,,26.66666667
2012-08-09,0.0,2.9,7.5,0.3,0.4,27.0,26.66666667
2012-08-09,0.0,,6.5,0.9,1.4,27.0,26.66666667
2012-08-23,0.0,,6.5,0.6,0.7,26.0,25.0
2012-08-23,0.0,5.5,6.5,0.7,1.4,26.0,24.44444444
2012-08-23,0.0,6.1,8.0,0.5,0.7,25.0,25.0
2012-08-23,0.0,,7.5,0.3,0.4,27.0,25.0
2012-09-04,0.0,,6.5,0.9,1.4,28.0,26.66666667
2012-09-04,0.0,5.2,7.0,0.2,0.2,,26.66666667
2012-09-04,0.0,4.3,6.5,0.7,0.7,28.0,26.66666667
2012-09-04,0.0,3.7,7.0,0.3,0.8,25.0,29.44444444
2012-09-13,,5.2,6.5,1.0,1.25,23.0,21.11111111
2012-09-13,,5.0,7.0,0.4,0.5,21.0,21.11111111
2012-09-13,,,8.5,0.1,0.1,23.0,22.77777778
2012-09-13,,,7.0,0.6,0.6,24.0,23.33333333
2012-10-04,0.0,5.8,6.5,0.9,1.2,24.0,23.88888889
2012-10-04,0.0,,8.0,0.1,0.5,24.0,23.88888889
2012-10-04,0.0,4.8,8.0,0.5,0.7,24.0,23.88888889
2012-10-04,0.0,,7.0,0.6,0.6,24.0,23.88888889
2012-10-19,0.0,3.7,9.0,0.5,0.8,,21.11111111
2012-10-19,0.0,5.5,7.5,0.6,0.8,22.0,21.11111111
2012-10-19,0.0,,7.0,0.9,1.4,20.0,21.11111111
2012-10-19,0.0,7.1,7.0,0.4,0.4,20.0,21.11111111
2012-11-08,0.0,,6.5,0.35,0.35,9.0,7.222222222
2012-11-08,0.0,,6.5,0.5,1.9,10.0,7.222222222
2012-11-08,0.0,7.6,7.0,0.2,0.2,10.0,7.222222222
2012-11-08,0.0,8.6,6.0,0.5,1.5,9.0,7.222222222
2012-11-29,0.0,8.9,7.0,0.1,0.5,7.0,8.888888889
2012-11-29,0.0,9.7,7.0,0.4,0.4,9.0,9.444444444
2012-11-29,0.0,9.0,6.5,0.2,0.2,8.0,8.888888889
2012-11-29,0.0,,7.0,1.4,1.5,8.0,10.0
2012-12-13,0.0,,7.0,0.4,0.5,9.0,8.888888889
2012-12-13,0.0,,7.0,0.9,0.9,9.0,8.888888889
2012-12-13,0.0,8.8,6.5,0.9,1.6,9.0,8.888888889
2012-12-13,0.0,8.4,7.0,0.2,0.3,9.0,8.888888889
2013-01-10,0.0,,6.5,1.0,1.5,9.0,9.444444444
2013-01-10,0.0,8.5,7.0,0.4,0.5,9.0,8.888888889
2013-01-10,0.0,7.2,,0.3,0.3,10.0,9.444444444
2013-01-10,0.0,6.9,6.5,0.8,0.9,8.0,8.888888889
2013-01-24,0.0,,7.0,0.3,0.3,4.0,0.0
2013-01-24,0.0,8.7,7.0,0.1,0.4,3.0,0.0
2013-01-24,0.0,,7.0,0.4,0.7,4.0,0.0
2013-01-24,0.0,,6.5,0.9,1.6,4.0,0.0
2013-02-14,0.0,7.7,7.0,0.7,2.5,9.0,7.222222222
2013-02-14,0.0,,6.5,1.6,1.6,9.0,7.222222222
2013-02-14,0.0,5.7,6.5,0.7,1.1,,7.222222222
2013-02-28,0.0,9.8,6.5,1.5,1.5,9.0,8.888888889
2013-02-28,0.0,,7.0,0.2,0.2,10.0,8.888888889
2013-02-28,0.0,8.5,7.0,0.2,0.7,10.0,8.888888889
2013-02-28,0.0,,,2.2,,10.0,8.888888889
2013-03-13,,5.0,6.5,,,11.0,8.888888889
2013-03-13,,7.6,7.5,0.2,0.2,11.0,7.222222222
2013-03-13,,10.0,7.5,0.2,0.6,11.0,7.222222222
2013-03-13,,,6.5,1.5,1.6,11.0,7.222222222
2013-03-28,0.0,,7.5,0.4,0.4,8.0,8.888888889
2013-03-28,0.0,10.0,7.0,0.2,0.3,8.0,8.888888889
2013-03-28,0.0,,6.5,0.5,0.5,9.0,8.888888889
2013-03-28,0.0,10.0,6.5,1.4,1.6,8.0,8.888888889
2013-04-11,0.0,,6.5,1.2,1.4,20.0,20.0
2013-04-11,0.0,5.8,7.5,0.4,0.4,20.0,20.0
2013-04-11,0.0,8.0,7.0,0.3,0.9,20.0,17.77777778
2013-04-11,0.0,5.9,6.0,0.4,0.9,21.0,19.44444444
2013-04-26,0.0,8.9,7.0,0.2,0.2,14.0,12.22222222
2013-04-26,0.0,8.6,6.5,0.3,1.5,15.0,12.22222222
2013-04-26,0.0,,7.0,0.4,0.4,15.0,12.22222222
2013-04-26,0.0,,7.0,0.4,0.4,15.0,12.22222222
2013-05-08,0.0,5.6,7.0,0.5,0.6,22.0,21.11111111
2013-05-08,0.0,,7.0,1.0,1.5,22.0,21.11111111
2013-05-08,0.0,8.2,7.0,0.3,0.7,19.0,19.44444444
2013-05-08,0.0,4.2,8.0,0.2,0.2,22.0,20.0
2013-05-25,0.0,,7.5,,,25.0,22.77777778
2013-05-25,0.0,5.5,6.0,0.5,1.5,24.0,22.22222222
2013-05-25,0.0,,7.0,0.4,0.6,25.0,22.22222222
2013-05-25,0.0,6.1,7.5,0.4,0.9,24.0,22.22222222
2013-06-13,0.0,6.9,7.5,0.5,0.7,26.0,27.22222222
2013-06-13,0.0,,7.0,0.8,1.3,30.0,29.44444444
2013-06-13,0.0,5.4,8.0,0.2,0.2,29.0,28.33333333
2013-06-13,0.0,6.1,7.5,0.7,0.7,29.0,28.33333333
2013-06-25,0.0,6.4,7.5,0.6,1.2,,31.11111111
2013-06-25,0.0,,7.0,0.5,0.5,28.0,25.55555556
2013-06-25,0.0,6.7,7.5,0.4,0.9,26.0,25.55555556
2013-06-25,0.0,,7.5,0.4,0.4,27.0,25.55555556
2013-07-11,0.0,,7.0,0.9,1.4,26.0,27.77777778
2013-07-11,0.0,6.8,7.5,0.5,0.9,26.0,27.22222222
2013-07-11,0.0,3.3,7.0,0.3,0.3,,27.22222222
2013-07-11,0.0,4.1,7.0,0.7,0.9,26.0,27.22222222
2013-07-25,0.0,5.9,8.0,0.5,0.8,26.0,22.22222222
2013-07-25,0.0,,7.5,0.2,0.2,26.0,22.22222222
2013-07-25,0.0,3.8,6.5,0.7,1.8,27.0,22.22222222
2013-07-25,0.0,,7.0,0.4,0.6,27.0,22.22222222
2013-08-08,0.0,5.3,6.0,0.1,0.7,28.0,26.66666667
2013-08-08,0.0,6.8,8.5,0.5,0.8,24.0,26.11111111
2013-08-08,0.0,6.4,8.0,0.3,0.3,27.0,26.66666667
2013-08-08,0.0,6.8,7.0,0.9,1.3,26.0,26.11111111
2013-08-22,0.0,6.0,8.5,0.5,0.7,26.0,25.55555556
2013-08-22,0.0,,8.0,0.1,0.1,28.0,25.55555556
2013-08-22,0.0,4.2,6.5,1.1,1.5,27.0,25.55555556
2013-08-22,0.0,,7.0,0.4,0.5,28.0,25.55555556
2013-09-12,0.0,4.3,8.0,0.5,0.8,25.0,23.88888889
2013-09-12,0.0,4.8,7.0,0.6,0.6,26.0,23.88888889
2013-09-12,0.0,,6.5,1.2,1.2,27.0,23.88888889
2013-09-12,,,,,,25.0,23.88888889
2013-09-26,0.0,6.1,8.5,0.3,0.4,19.0,20.55555556
2013-09-26,0.0,,6.5,,,21.0,20.55555556
2013-09-26,0.0,6.1,6.7,0.9,1.1,20.0,20.55555556
2013-09-26,0.0,,7.5,,,21.0,20.55555556
2013-10-22,0.0,7.9,7.0,0.7,0.8,16.0,14.44444444
2013-10-22,0.0,,6.0,0.6,0.7,17.0,15.55555556
2013-10-22,0.0,,7.0,0.2,0.2,17.0,15.55555556
2013-10-22,0.0,7.0,6.5,1.0,1.2,17.0,14.44444444
2013-11-12,0.0,,6.0,0.8,1.1,12.0,12.22222222
2013-11-12,0.0,,7.5,0.4,0.4,12.0,12.22222222
2013-11-12,0.0,9.8,7.5,0.4,0.6,11.0,12.22222222
2013-11-12,0.0,7.0,7.0,0.5,0.7,13.0,12.22222222
2013-11-19,0.0,7.1,7.0,0.3,0.5,12.0,11.11111111
2013-11-19,0.0,9.6,6.5,1.2,1.2,12.0,11.11111111
2013-11-19,0.0,,7.0,0.3,0.3,11.0,11.11111111
2013-11-19,0.0,,6.5,0.7,1.0,11.0,11.11111111
2013-12-04,0.0,,6.5,1.2,1.2,10.0,10.55555556
2013-12-04,0.0,8.8,,0.4,0.4,10.0,10.55555556
2013-12-04,0.0,7.0,7.5,0.2,0.5,11.0,10.0
2013-12-04,0.0,5.0,7.0,0.2,0.2,11.0,10.55555556
2013-12-11,0.0,8.65,6.5,0.8,0.8,8.0,3.333333333
2013-12-11,0.0,,7.0,0.25,0.25,7.0,3.333333333
2013-12-11,0.0,,7.0,0.8,1.0,8.0,3.333333333
2013-12-11,0.0,8.35,7.0,0.2,0.5,8.0,3.333333333
2014-01-03,0.0,7.9,6.5,1.1,1.2,5.0,-3.333333333
2014-01-03,0.0,7.3,7.0,0.1,0.4,5.0,-3.333333333
2014-01-03,0.0,,6.0,0.3,0.3,5.0,-3.333333333
2014-01-03,0.0,,6.5,0.6,0.9,6.0,-3.333333333
2014-01-14,0.0,6.8,6.5,0.5,0.5,11.0,11.66666667
2014-01-14,0.0,6.2,6.5,0.4,0.4,,11.66666667
2014-01-14,0.0,,6.5,1.0,1.4,11.0,11.66666667
2014-01-14,0.0,8.7,7.0,0.4,0.6,11.0,11.66666667
2014-02-11,0.0,,6.5,0.5,0.9,1.0,-1.666666667
2014-02-11,0.0,,7.0,0.3,0.3,4.0,-1.666666667
2014-02-11,0.0,10.0,6.5,0.8,1.4,2.0,-1.666666667
2014-02-11,0.0,8.8,7.0,0.2,0.2,3.0,-1.666666667
2014-02-25,0.0,6.9,7.0,0.3,0.5,9.0,5.0
2014-02-25,0.0,6.0,6.5,0.3,0.5,9.0,5.0
2014-02-25,0.0,8.1,7.0,0.3,0.3,8.0,5.0
2014-02-25,0.0,,6.5,0.7,1.2,9.0,5.0
2014-03-12,0.0,,6.5,0.5,0.7,13.0,12.22222222
2014-03-12,0.0,,7.0,0.3,0.3,14.5,12.22222222
2014-03-12,0.0,8.2,7.5,0.2,0.5,14.0,13.88888889
2014-03-12,0.0,8.2,6.0,1.2,1.4,14.0,12.22222222
2014-03-27,0.0,10.0,7.0,0.2,0.3,4.0,4.444444444
2014-03-27,0.0,,7.0,0.1,0.5,7.0,4.444444444
2014-03-27,0.0,,7.0,0.4,0.4,5.0,4.444444444
2014-03-27,0.0,,6.5,1.5,1.6,6.0,4.444444444
2014-04-10,0.0,,6.5,0.0,0.4,17.0,12.22222222
2014-04-10,0.0,,7.0,0.3,0.3,15.0,12.22222222
2014-04-10,0.0,8.2,6.5,0.9,1.6,16.0,11.66666667
2014-04-10,0.0,9.0,7.5,0.4,0.7,,11.11111111
2014-05-07,0.0,6.6,6.5,0.5,1.5,19.0,15.55555556
2014-05-07,0.0,,7.0,0.1,0.2,18.0,15.55555556
2014-05-07,0.0,,6.5,0.0,0.9,19.0,15.55555556
2014-05-07,0.0,6.8,7.0,0.5,0.9,18.0,15.55555556
2014-05-20,0.0,7.3,7.5,0.4,0.5,18.0,19.44444444
2014-05-20,0.0,3.0,6.5,0.2,0.3,21.0,19.44444444
2014-05-20,0.0,3.86,7.5,0.5,0.5,20.0,20.0
2014-05-20,0.0,,6.5,0.5,1.4,21.0,20.0
2014-06-10,0.0,5.4,7.0,0.4,0.8,15.0,22.22222222
2014-06-10,0.0,0.0,7.0,0.5,0.7,27.0,23.33333333
2014-06-10,0.0,0.0,8.0,0.3,0.3,27.0,-5.0
2014-06-10,0.0,4.3,7.0,0.8,1.3,27.0,-5.0
2014-06-24,0.0,4.2,8.0,0.4,0.6,24.0,25.55555556
2014-06-24,0.0,,7.0,0.7,1.2,28.0,25.55555556
2014-06-24,0.0,4.0,7.0,0.6,0.6,25.0,25.55555556
2014-06-24,0.0,6.0,7.0,0.1,0.1,27.0,25.55555556
2014-07-08,0.0,,7.5,0.6,0.8,29.0,28.33333333
2014-07-08,0.0,,7.5,0.1,0.1,28.0,28.33333333
2014-07-08,0.0,5.8,6.5,1.0,1.3,28.0,28.33333333
2014-07-08,0.0,4.2,7.5,0.5,0.8,25.0,28.33333333
2014-07-22,0.0,5.3,7.0,0.8,1.3,27.0,26.66666667
2014-07-22,0.0,3.7,7.5,0.4,0.6,26.0,26.66666667
2014-07-22,0.0,,6.5,0.5,0.8,27.0,26.66666667
2014-07-22,0.0,,7.5,0.1,0.1,28.0,26.66666667
2014-08-12,0.0,2.4,6.5,0.5,0.8,26.0,26.66666667
2014-08-12,0.0,3.0,8.0,0.1,0.1,26.0,26.66666667
2014-08-12,0.0,,7.0,0.8,1.6,26.0,26.66666667
2014-08-12,0.0,3.9,8.0,4.5,7.5,25.0,26.11111111
2014-08-28,0.0,3.9,8.5,0.35,0.45,24.0,25.55555556
2014-08-28,0.0,,7.0,0.7,0.7,27.0,26.11111111
2014-08-28,0.0,5.3,6.5,1.0,1.5,25.0,25.55555556
2014-09-10,0.0,,6.5,1.3,1.3,24.0,23.88888889
2014-09-10,0.0,2.7,7.5,0.5,0.8,24.0,23.88888889
2014-09-10,0.0,4.6,6.5,0.4,0.4,24.0,23.88888889
2014-09-10,0.0,3.7,6.5,0.2,0.2,25.0,23.88888889
2014-09-23,0.0,6.3,,1.0,1.3,20.0,17.22222222
2014-09-23,0.0,,7.0,0.01,0.01,18.0,17.22222222
2014-09-23,0.0,,6.0,0.3,0.6,22.0,17.22222222
2014-09-23,0.0,7.0,8.0,0.4,0.6,20.0,17.22222222
2014-10-07,0.0,6.4,7.0,0.3,0.3,20.0,19.44444444
2014-10-07,0.0,5.9,7.0,0.1,0.1,17.0,19.44444444
2014-10-07,0.0,,6.0,1.45,1.45,20.0,19.44444444
2014-10-07,0.0,6.0,7.5,0.65,0.9,,18.33333333
2014-10-21,0.0,,6.5,0.3,0.6,18.0,20.0
2014-10-21,0.0,,7.5,0.1,0.1,,20.0
2014-10-21,0.0,7.6,6.0,1.3,1.3,18.0,20.0
2014-10-21,0.0,6.5,7.5,0.4,0.7,16.5,20.0
2014-11-13,0.0,7.0,7.0,0.3,0.4,13.0,10.55555556
2014-11-13,0.0,7.2,6.5,0.3,0.3,14.0,10.55555556
2014-11-13,0.0,6.2,7.5,0.15,0.15,13.0,10.55555556
2014-11-13,0.0,,6.5,0.12,0.12,14.0,10.55555556
2014-12-02,0.0,,6.5,0.3,0.3,10.0,8.888888889
2014-12-02,0.0,9.7,6.0,1.2,1.2,10.0,8.888888889
2014-12-02,0.0,9.8,7.0,0.4,0.6,11.0,8.888888889
2014-12-02,0.0,,7.0,0.6,0.9,10.0,8.888888889
2014-12-19,0.0,7.6,9.0,0.5,0.5,11.0,5.555555556
2014-12-19,0.0,7.3,7.0,0.6,1.0,7.0,5.555555556
2014-12-19,0.0,6.3,6.5,0.15,0.15,7.0,5.555555556
2014-12-19,0.0,,7.0,1.1,1.1,7.0,5.555555556
2015-01-06,0.0,,7.0,0.3,0.3,8.0,3.333333333
2015-01-06,0.0,9.0,6.5,1.3,1.5,9.0,3.333333333
2015-01-06,0.0,8.9,7.0,0.4,0.6,9.0,3.333333333
2015-01-06,0.0,,6.5,0.7,0.7,9.0,3.333333333
2015-01-20,0.0,8.3,7.0,0.2,0.6,7.0,6.666666667
2015-01-20,0.0,,6.5,0.5,1.0,8.0,6.666666667
2015-01-20,0.0,,7.0,0.2,0.2,7.0,6.666666667
